,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENW,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
278,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,278,15:27,,,,,"SUB IN by JENKINS,KYANA",,,"SUB IN by JENKINS,KYANA",2,subbing in,,oglethorpe,kyana jenkins,,927
279,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,279,15:27,,,,,"SUB OUT by GILES,SARAH",,,"SUB OUT by GILES,SARAH",2,subbing out,,oglethorpe,sarah giles,,927
280,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,280,15:27,,,,,"SUB OUT by COLE,GABBY",,,"SUB OUT by COLE,GABBY",2,subbing out,,oglethorpe,gabby cole,,927
281,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,281,15:04,,28 (+1),,27,"GOOD 3PTR by BUCK,EMILY",OUW 28-27 (+1),,"GOOD 3PTR by BUCK,EMILY",2,three pointer,good,oglethorpe,emily buck,3,904
282,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,282,--,,,,,"ASSIST  by WILLIAMS,KALIN",,,"ASSIST  by WILLIAMS,KALIN",2,assist,,oglethorpe,kalin williams,,
283,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,283,14:38,"MISS LAYUP by STOUGH,MARY",,,,,,,"MISS LAYUP by STOUGH,MARY",2,layup,missed,Centre,mary stough,,878
284,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,284,--,"REBOUND OFF by STOUGH,MARY",,,,,,,"REBOUND OFF by STOUGH,MARY",2,offensive rebound,,Centre,mary stough,,
285,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,285,14:34,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,874
286,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,286,--,,,,,"REBOUND DEF by BENTLEY,ALANA",,,"REBOUND DEF by BENTLEY,ALANA",2,defensive rebound,,oglethorpe,alana bentley,,
287,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,287,14:03,,,,,"MISS JUMPER by BUCK,EMILY",,,"MISS JUMPER by BUCK,EMILY",2,jumper,missed,oglethorpe,emily buck,,843
288,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,288,--,"REBOUND DEF by MOORE,HILLARY",,,,,,,"REBOUND DEF by MOORE,HILLARY",2,defensive rebound,,Centre,hillary moore,,
289,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,289,13:56,"MISS LAYUP by MOORE,HILLARY",,,,,,,"MISS LAYUP by MOORE,HILLARY",2,layup,missed,Centre,hillary moore,,836
290,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,290,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",2,defensive rebound,,oglethorpe,kalin williams,,
291,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,291,13:47,,,,,"MISS JUMPER by WILLIAMS,KALIN",,,"MISS JUMPER by WILLIAMS,KALIN",2,jumper,missed,oglethorpe,kalin williams,,827
292,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,292,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
293,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,293,13:45,,,,,"SUB IN by CULPEPPER,KENDELLE",,,"SUB IN by CULPEPPER,KENDELLE",2,subbing in,,oglethorpe,kendelle culpepper,,825
294,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,294,13:45,,,,,"SUB IN by COLE,GABBY",,,"SUB IN by COLE,GABBY",2,subbing in,,oglethorpe,gabby cole,,825
295,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,295,13:45,,,,,"SUB OUT by WILLIAMS,KALIN",,,"SUB OUT by WILLIAMS,KALIN",2,subbing out,,oglethorpe,kalin williams,,825
296,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,296,13:45,,,,,"SUB OUT by BUCK,EMILY",,,"SUB OUT by BUCK,EMILY",2,subbing out,,oglethorpe,emily buck,,825
297,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,297,13:37,,,,,"MISS JUMPER by BLECKLEY,ALI",,,"MISS JUMPER by BLECKLEY,ALI",2,jumper,missed,oglethorpe,ali bleckley,,817
298,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,298,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
299,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,299,13:22,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,802
300,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,300,13:19,,,,,"STEAL  by BENTLEY,ALANA",,,"STEAL  by BENTLEY,ALANA",2,steal,,oglethorpe,,,799
301,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,301,13:08,,,,,"MISS 3PTR by COLE,GABBY",,,"MISS 3PTR by COLE,GABBY",2,three pointer,missed,oglethorpe,gabby cole,,788
302,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,302,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
303,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,303,12:55,,,,,"FOUL  by BENTLEY,ALANA",,,"FOUL  by BENTLEY,ALANA",2,foul,,oglethorpe,alana bentley,,775
304,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,304,12:55,"GOOD FT by STOUGH,MARY",29 (+2),,27,,CENW 29-27 (+2),,"GOOD FT by STOUGH,MARY",2,free throw,good,Centre,mary stough,1,775
305,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,305,12:55,"GOOD FT by STOUGH,MARY",30 (+3),,27,,CENW 30-27 (+3),,"GOOD FT by STOUGH,MARY",2,free throw,good,Centre,mary stough,1,775
306,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,306,12:55,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,775
307,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,307,12:55,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,775
308,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,308,12:55,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,775
309,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,309,12:55,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",2,subbing out,,Centre,hillary moore,,775
310,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,310,12:55,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,775
311,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,311,12:55,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,775
312,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,312,12:55,,,,,"SUB IN by WILLIAMS,KALIN",,,"SUB IN by WILLIAMS,KALIN",2,subbing in,,oglethorpe,kalin williams,,775
313,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,313,12:55,,,,,"SUB IN by GILES,SARAH",,,"SUB IN by GILES,SARAH",2,subbing in,,oglethorpe,sarah giles,,775
314,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,314,12:55,,,,,"SUB OUT by JENKINS,KYANA",,,"SUB OUT by JENKINS,KYANA",2,subbing out,,oglethorpe,kyana jenkins,,775
315,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,315,12:55,,,,,"SUB OUT by BENTLEY,ALANA",,,"SUB OUT by BENTLEY,ALANA",2,subbing out,,oglethorpe,alana bentley,,775
316,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,316,12:34,,,,,"MISS JUMPER by BLECKLEY,ALI",,,"MISS JUMPER by BLECKLEY,ALI",2,jumper,missed,oglethorpe,ali bleckley,,754
317,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,317,--,,,,,"REBOUND OFF by BLECKLEY,ALI",,,"REBOUND OFF by BLECKLEY,ALI",2,offensive rebound,,oglethorpe,ali bleckley,,
318,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,318,12:29,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",2,foul,,Centre,bridget winstead,,749
319,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,319,12:29,,30 (+2),,28,"GOOD FT by WILLIAMS,KALIN",OUW 30-28 (+2),,"GOOD FT by WILLIAMS,KALIN",2,free throw,good,oglethorpe,kalin williams,1,749
320,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,320,12:29,,30 (+1),,29,"GOOD FT by WILLIAMS,KALIN",OUW 30-29 (+1),,"GOOD FT by WILLIAMS,KALIN",2,free throw,good,oglethorpe,kalin williams,1,749
321,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,321,12:00,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",2,jumper,missed,Centre,chelsea benham,,720
322,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,322,--,,,,,"REBOUND DEF by WILLIAMS,KALIN",,,"REBOUND DEF by WILLIAMS,KALIN",2,defensive rebound,,oglethorpe,kalin williams,,
323,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,323,11:30,,30,,31 (+1),"GOOD JUMPER by GILES,SARAH",OUW 30-31 (-1),,"GOOD JUMPER by GILES,SARAH",2,jumper,good,oglethorpe,sarah giles,2,690
324,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,324,--,,,,,"ASSIST  by COLE,GABBY",,,"ASSIST  by COLE,GABBY",2,assist,,oglethorpe,gabby cole,,
325,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,325,11:00,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,660
326,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,326,--,,,,,"REBOUND DEF by COLE,GABBY",,,"REBOUND DEF by COLE,GABBY",2,defensive rebound,,oglethorpe,gabby cole,,
327,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,327,10:30,,30,,33 (+3),"GOOD JUMPER by GILES,SARAH(in the paint)",OUW 30-33 (-3),,"GOOD JUMPER by GILES,SARAH(in the paint)",2,jumper,good,oglethorpe,sarah giles,2,630
328,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,328,10:20,"GOOD 3PTR by WINSTEAD,BRIDGET",33,,33,,CENW 33-33 (0),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,620
329,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,329,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
330,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,330,10:15,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,615
331,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,331,10:15,,,,,"MISS FT by GILES,SARAH",,,"MISS FT by GILES,SARAH",2,free throw,missed,oglethorpe,sarah giles,,615
332,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,332,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
333,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,333,10:15,,,,,"MISS FT by GILES,SARAH",,,"MISS FT by GILES,SARAH",2,free throw,missed,oglethorpe,sarah giles,,615
334,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,334,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
335,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,335,10:15,,,,,"SUB IN by JOHNSTON,MARY",,,"SUB IN by JOHNSTON,MARY",2,subbing in,,oglethorpe,mary johnston,,615
336,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,336,10:15,,,,,"SUB IN by BUCK,EMILY",,,"SUB IN by BUCK,EMILY",2,subbing in,,oglethorpe,emily buck,,615
337,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,337,10:15,,,,,"SUB OUT by BLECKLEY,ALI",,,"SUB OUT by BLECKLEY,ALI",2,subbing out,,oglethorpe,ali bleckley,,615
338,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,338,10:15,,,,,"SUB OUT by CULPEPPER,KENDELLE",,,"SUB OUT by CULPEPPER,KENDELLE",2,subbing out,,oglethorpe,kendelle culpepper,,615
339,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,339,10:04,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,604
340,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,340,10:04,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",2,subbing out,,Centre,mary stough,,604
341,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,341,09:58,,,,,"FOUL  by BUCK,EMILY",,,"FOUL  by BUCK,EMILY",2,foul,,oglethorpe,emily buck,,598
342,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,342,09:56,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",35 (+2),,33,,CENW 35-33 (+2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",2,layup,good,Centre,chelsea benham,2,596
343,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,343,--,"ASSIST  by WINSTEAD,MARY",,,,,,,"ASSIST  by WINSTEAD,MARY",2,assist,,Centre,mary winstead,,
344,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,344,09:37,,,,,"MISS JUMPER by GILES,SARAH",,,"MISS JUMPER by GILES,SARAH",2,jumper,missed,oglethorpe,sarah giles,,577
345,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,345,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
346,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,346,09:13,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,553
347,19,oglethorpe,Centre College,Oglethorpe,46-40,46,40,"22, 24, 46","22, 18, 40",22,24,46,22,18,40,"9-10, 7-2 SAA","4-16, 2-7 SAA",02/01/13,Win,230,No Location Recorded,6:00 PM,A,347,--,,,,,"REBOUND DEF by JOHNSTON,MARY",,,"REBOUND DEF by JOHNSTON,MARY",2,defensive rebound,,oglethorpe,mary johnston,,
